,img_id,img_path,num_user,mean,median,var,vote1,vote2,vote3,vote4,vote5
506,502,PILOT/GSV_PILOT_503_2.jpg,5,2.6,3,0.24,0,2,3,0,0
507,503,PILOT/GSV_PILOT_503_3.jpg,5,2.6,3,1.04,1,1,2,1,0
508,504,PILOT/GSV_PILOT_503_4.jpg,5,2.6,2,0.64,0,3,1,1,0
509,505,PILOT/GSV_PILOT_507_1.jpg,5,4.2,4,0.15999999999999998,0,0,0,4,1
510,506,PILOT/GSV_PILOT_507_2.jpg,5,4.6,5,0.24000000000000005,0,0,0,2,3
511,507,PILOT/GSV_PILOT_507_3.jpg,5,3.0,4,1.6,1,1,0,3,0
512,508,PILOT/GSV_PILOT_507_4.jpg,5,2.4,2,1.8400000000000003,2,1,0,2,0
513,509,PILOT/GSV_PILOT_508_1.jpg,5,2.4,2,0.64,0,4,0,1,0
514,510,PILOT/GSV_PILOT_508_2.jpg,5,2.6,2,1.4400000000000002,1,2,0,2,0
515,511,PILOT/GSV_PILOT_508_3.jpg,5,2.6,2,0.64,0,3,1,1,0
516,512,PILOT/GSV_PILOT_508_4.jpg,5,2.4,2,1.0400000000000003,1,2,1,1,0
517,513,PILOT/GSV_PILOT_511_1.jpg,5,3.4,4,0.64,0,1,1,3,0
518,514,PILOT/GSV_PILOT_511_2.jpg,5,3.2,4,0.96,0,2,0,3,0
519,515,PILOT/GSV_PILOT_511_3.jpg,5,3.4,4,0.64,0,1,1,3,0
520,516,PILOT/GSV_PILOT_511_4.jpg,5,3.0,4,1.6,1,1,0,3,0
521,517,PILOT/GSV_PILOT_512_1.jpg,5,2.8,3,0.5599999999999999,0,2,2,1,0
522,518,PILOT/GSV_PILOT_512_2.jpg,5,2.8,3,0.5599999999999999,0,2,2,1,0
523,519,PILOT/GSV_PILOT_512_3.jpg,5,2.8,3,1.3599999999999999,1,1,1,2,0
524,520,PILOT/GSV_PILOT_512_4.jpg,5,2.8,3,0.15999999999999998,0,1,4,0,0
525,521,PILOT/GSV_PILOT_514_1.jpg,5,2.2,2,0.5599999999999999,1,2,2,0,0
526,522,PILOT/GSV_PILOT_514_2.jpg,5,3.8,4,0.5599999999999999,0,0,2,2,1
527,523,PILOT/GSV_PILOT_514_3.jpg,5,3.0,3,2.0,1,1,1,1,1
528,524,PILOT/GSV_PILOT_514_4.jpg,5,3.8,4,0.15999999999999998,0,0,1,4,0
529,525,PILOT/GSV_PILOT_515_1.jpg,5,2.8,3,1.3599999999999999,1,1,1,2,0
530,526,PILOT/GSV_PILOT_515_2.jpg,5,1.4,1,0.24,3,2,0,0,0
531,527,PILOT/GSV_PILOT_515_3.jpg,5,2.8,3,1.3599999999999999,1,1,1,2,0
532,528,PILOT/GSV_PILOT_515_4.jpg,5,1.8,2,0.16000000000000006,1,4,0,0,0
533,529,PILOT/GSV_PILOT_516_1.jpg,5,2.8,2,0.96,0,3,0,2,0
534,530,PILOT/GSV_PILOT_516_2.jpg,5,3.4,3,1.04,0,1,2,1,1
535,531,PILOT/GSV_PILOT_516_3.jpg,5,3.4,3,1.0400000000000003,0,1,2,1,1
536,532,PILOT/GSV_PILOT_516_4.jpg,5,4.0,4,0.4,0,0,1,3,1
537,533,PILOT/GSV_PILOT_517_1.jpg,5,3.0,3,1.2,1,0,2,2,0
538,534,PILOT/GSV_PILOT_517_2.jpg,5,3.6,4,0.6400000000000002,0,1,0,4,0
539,535,PILOT/GSV_PILOT_517_3.jpg,5,3.0,3,0.8,0,2,1,2,0
540,536,PILOT/GSV_PILOT_517_4.jpg,5,3.4,3,1.0400000000000003,0,1,2,1,1
541,537,PILOT/GSV_PILOT_520_1.jpg,5,3.0,3,0.8,0,2,1,2,0
542,538,PILOT/GSV_PILOT_520_2.jpg,5,3.0,4,1.6,1,1,0,3,0
543,539,PILOT/GSV_PILOT_520_3.jpg,5,4.0,4,0.0,0,0,0,5,0
544,540,PILOT/GSV_PILOT_520_4.jpg,5,3.4,4,0.64,0,1,1,3,0
545,541,PILOT/GSV_PILOT_523_1.jpg,5,1.8,2,0.16,1,4,0,0,0
546,542,PILOT/GSV_PILOT_523_2.jpg,5,2.2,2,0.96,1,3,0,1,0
547,543,PILOT/GSV_PILOT_523_3.jpg,5,2.4,2,0.24,0,3,2,0,0
548,544,PILOT/GSV_PILOT_523_4.jpg,5,2.0,2,0.0,0,5,0,0,0
549,545,PILOT/GSV_PILOT_527_1.jpg,5,2.2,2,0.5599999999999999,1,2,2,0,0
550,546,PILOT/GSV_PILOT_527_2.jpg,5,2.0,2,0.8,2,1,2,0,0
551,547,PILOT/GSV_PILOT_527_3.jpg,5,2.6,2,0.64,0,3,1,1,0
552,548,PILOT/GSV_PILOT_527_4.jpg,5,2.4,2,1.04,1,2,1,1,0
553,549,PILOT/GSV_PILOT_529_1.jpg,5,4.4,4,0.24000000000000005,0,0,0,3,2
554,550,PILOT/GSV_PILOT_529_2.jpg,5,3.6,3,0.64,0,0,3,1,1
555,551,PILOT/GSV_PILOT_529_3.jpg,5,4.0,4,0.4,0,0,1,3,1
556,552,PILOT/GSV_PILOT_529_4.jpg,5,4.4,4,0.24000000000000005,0,0,0,3,2
557,553,PILOT/GSV_PILOT_530_1.jpg,5,3.4,4,1.4400000000000002,0,2,0,2,1
558,554,PILOT/GSV_PILOT_530_2.jpg,5,2.2,2,0.15999999999999998,0,4,1,0,0
559,555,PILOT/GSV_PILOT_530_3.jpg,5,2.8,2,0.96,0,3,0,2,0
560,556,PILOT/GSV_PILOT_530_4.jpg,5,2.6,2,1.44,1,2,0,2,0
561,557,PILOT/GSV_PILOT_533_1.jpg,5,2.4,2,0.24,0,3,2,0,0
562,558,PILOT/GSV_PILOT_533_2.jpg,5,2.6,2,0.64,0,3,1,1,0
563,559,PILOT/GSV_PILOT_533_3.jpg,5,3.2,4,1.3599999999999999,1,0,1,3,0
564,560,PILOT/GSV_PILOT_533_4.jpg,5,2.8,3,0.5599999999999999,0,2,2,1,0
